tweet,date,likes,retweets
"Kate Hudson Said She Would Have Dated Jimmy Fallon In The 2000s, But He Never Made A Move https://t.co/YhAB9Uk0pU via @abidorable",2020-04-28 19:09:50,0,0
"RT @BuzzFeedCeleb: Kate Hudson Said She Would Have Dated Jimmy Fallon In The 2000s, But He Never Made A Move https://t.co/mqCv871RTZ",2020-04-28 19:05:19,0,1
"Kate Hudson Said She Would Have Dated Jimmy Fallon In The 2000s, But He Never Made A Move https://t.co/mqCv871RTZ",2020-04-28 19:03:08,4,1
