tweet,date,likes,retweets
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 06:02:22,0,24
"RT @ndtv: ""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its ethics"": PM Mod…",2020-04-26 06:01:35,0,23
"RT @ndtv: ""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its ethics"": PM Mod…",2020-04-26 06:01:25,0,23
"RT @ndtv: ""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its ethics"": PM Mod…",2020-04-26 06:00:59,0,23
"RT @ndtv: ""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its ethics"": PM Mod…",2020-04-26 06:00:52,0,23
Live Updates | India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guide… https://t.co/CfalMaZF8W,2020-04-26 05:59:52,1,0
"RT @ndtv: ""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its ethics"": PM Mod…",2020-04-26 05:59:46,0,23
"RT @ndtv: ""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its ethics"": PM Mod…",2020-04-26 05:59:41,0,23
"""India's decision to supply medicines to countries which needed them amid #coronavirus pandemic was guided by its e… https://t.co/uFLJgxGNo3",2020-04-26 05:58:58,169,23
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:58:40,0,24
"RT @timesofindia: Our decision regarding giving medicines to the countries in need is driven by India's ethos : PM Modi

#MannKiBaat 

#Cau…",2020-04-26 05:56:53,0,2
"RT @thetribunechd: India's decision to supply medicines to countries which needed them amid #COVID19 pandemic was guided by its ethos, says…",2020-04-26 05:56:38,0,1
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:56:37,0,24
"India's decision to supply medicines to countries which needed them amid #COVID19 pandemic was guided by its ethos,… https://t.co/TQIo5qYNIT",2020-04-26 05:56:36,5,1
"#MannKiBaat PM Modi hails contribution of state govts in fight against COVID-19 pandemic, says they have played a v… https://t.co/EHD8xnSf2K",2020-04-26 05:56:26,3,0
"RT @timesofindia: Our decision regarding giving medicines to the countries in need is driven by India's ethos : PM Modi

#MannKiBaat 

#Cau…",2020-04-26 05:56:24,0,2
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:56:04,0,24
"India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM Modi",2020-04-26 05:54:53,4,0
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:54:51,0,24
"RT @PTI_News: India's decision to supply medicines to countries which needed them amid COVID-19 pandemic was guided by its ethos, says PM M…",2020-04-26 05:54:46,0,24
